Id,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,kmeans5_cluster,gaussian_cluster,agglomerative_cluster
359,2,1,2.0,6,40.0,1,1,1,1,1,0,1,3,2,4,0
360,3,1,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
361,3,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
362,3,1,2.0,6,30.0,1,2,2,1,2,0,1,3,2,4,0
363,3,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
364,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
365,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
366,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
367,2,1,1.0,6,40.0,1,1,1,1,1,0,1,3,2,0,0
368,1,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
369,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
370,2,1,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
371,3,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
372,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
373,1,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
374,1,1,2.0,1,30.0,1,1,1,1,1,1,1,2,0,4,0
375,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
376,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
377,2,1,1.0,6,30.0,1,1,1,1,1,8,1,2,2,0,0
378,3,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
379,3,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
380,2,1,1.0,6,30.0,1,1,1,1,1,7,1,3,2,0,0
381,3,1,2.0,6,30.0,1,9,-1,1,3,3,1,3,4,4,0
382,2,1,1.0,3,70.0,1,1,1,1,1,0,1,2,1,2,1
383,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
384,2,1,1.0,9,30.0,1,1,1,1,2,0,1,2,2,0,0
385,2,1,2.0,6,30.0,1,1,2,1,1,9,1,3,2,4,0
386,3,1,1.0,6,40.0,4,1,1,2,1,0,1,2,3,1,0
387,1,1,1.0,6,30.0,1,1,2,1,1,0,1,3,2,0,0
388,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
389,3,1,1.0,6,30.0,6,9,1,1,1,6,1,3,4,1,0
390,3,1,1.0,6,30.0,4,1,2,1,1,0,1,3,3,5,0
391,2,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
392,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
393,2,1,1.0,6,30.0,1,9,1,1,2,3,1,3,4,0,0
394,2,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
395,3,1,2.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
396,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
397,2,1,1.0,6,30.0,1,1,2,1,1,3,1,2,2,0,0
398,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
399,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
400,2,1,1.0,6,30.0,1,1,1,1,2,9,1,3,2,0,0
401,1,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
402,3,1,1.0,6,40.0,4,1,1,1,1,6,1,3,3,1,0
403,3,1,1.0,6,30.0,4,1,1,2,1,3,1,2,3,1,0
404,1,1,1.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
405,1,1,1.0,6,30.0,1,1,1,1,2,8,1,3,2,0,0
406,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
407,2,1,1.0,6,40.0,1,1,2,2,1,3,1,2,1,6,1
408,2,1,1.0,2,20.0,1,2,2,1,1,0,1,3,0,0,0
409,1,1,1.0,3,40.0,4,1,2,1,1,0,1,3,0,3,0
410,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
412,1,1,2.0,6,30.0,1,2,2,1,2,3,1,3,2,4,0
413,3,1,1.0,6,60.0,6,1,2,2,1,0,1,3,3,1,0
414,3,1,2.0,6,60.0,6,1,1,2,1,8,1,3,3,1,0
415,2,1,2.0,6,30.0,1,1,1,1,1,6,1,2,2,4,0
416,1,2,2.0,3,30.0,1,1,2,1,1,3,1,3,0,4,0
417,1,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
418,2,1,2.0,1,30.0,1,1,1,1,1,1,1,3,0,4,0
419,1,1,1.0,6,20.0,1,8,1,1,1,3,1,3,4,0,0
420,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
421,2,1,1.0,6,50.0,1,1,1,2,1,0,1,2,1,6,1
422,2,1,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
423,3,1,1.0,6,30.0,4,1,1,1,2,0,1,3,3,5,0
424,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
425,2,1,2.0,6,30.0,1,1,1,2,2,0,1,3,1,6,1
426,2,1,2.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
427,3,1,1.0,3,30.0,1,1,1,1,1,0,1,3,0,0,0
428,2,1,2.0,6,30.0,1,1,1,1,1,6,1,3,2,4,0
430,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
431,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
432,3,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
433,1,1,2.0,3,40.0,1,1,1,1,2,0,1,2,0,4,0
434,2,1,2.0,6,30.0,7,2,2,1,1,9,1,3,3,1,0
437,2,1,1.0,6,30.0,4,1,2,1,1,6,1,3,3,5,0
438,2,1,1.0,9,30.0,1,9,1,1,2,0,1,3,4,0,0
439,3,1,1.0,3,40.0,4,1,1,1,1,9,1,3,3,3,0
440,1,1,1.0,2,30.0,1,1,2,1,1,0,1,3,0,0,0
441,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
442,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
443,3,1,2.0,6,30.0,4,1,1,1,2,3,1,3,3,5,0
444,1,1,1.0,6,30.0,1,2,2,1,1,9,1,3,2,0,0
445,2,1,2.0,6,30.0,1,1,1,2,1,9,1,3,2,6,1
446,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
447,1,1,1.0,6,60.0,1,1,2,2,1,0,1,3,1,6,1
448,1,1,2.0,3,30.0,1,1,1,1,1,3,1,2,0,4,0
449,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
450,2,1,1.0,6,30.0,1,1,1,1,1,7,1,3,2,0,0
451,1,1,1.0,6,40.0,1,1,2,2,1,0,1,3,1,6,1
452,2,1,1.0,6,30.0,6,2,2,1,1,0,1,3,3,1,0
453,1,1,1.0,2,30.0,1,1,1,1,1,9,1,3,0,0,0
454,2,1,2.0,6,30.0,1,1,1,1,2,0,1,2,2,4,0
455,2,1,1.0,6,40.0,1,1,1,1,1,0,1,3,2,0,0
456,3,1,1.0,6,60.0,6,1,1,2,1,0,1,3,3,1,0
457,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
458,1,1,1.0,9,30.0,1,9,1,2,2,0,1,3,4,6,0
459,3,1,1.0,6,30.0,4,1,2,1,1,7,1,3,3,5,0
460,1,1,1.0,6,60.0,4,5,2,1,1,0,1,2,1,1,0
461,2,1,1.0,6,50.0,1,1,1,2,1,0,1,3,1,6,1
462,1,2,1.0,6,30.0,1,4,1,2,1,9,1,3,2,6,1
463,2,2,1.0,6,60.0,1,1,1,2,2,0,1,2,1,6,1
464,3,1,1.0,6,60.0,1,9,2,1,2,0,1,1,4,1,0
465,2,1,1.0,6,30.0,1,1,1,2,1,3,1,2,1,6,1
466,2,1,2.0,6,30.0,1,1,2,1,2,0,1,2,2,4,0
467,3,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
468,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
469,2,1,1.0,9,20.0,1,1,1,1,2,0,1,3,2,0,0
470,2,1,1.0,6,60.0,1,1,1,2,1,0,1,1,1,6,1
471,1,1,2.0,6,40.0,1,2,2,1,1,0,1,3,2,4,0
472,1,1,2.0,6,30.0,1,2,2,1,2,0,1,3,2,4,0
473,3,1,1.0,3,30.0,4,2,2,1,1,3,1,2,3,3,0
474,2,1,2.0,6,30.0,4,5,2,2,1,0,1,2,3,1,0
475,2,1,2.0,6,60.0,1,4,1,2,1,0,1,2,1,6,1
476,2,1,1.0,9,60.0,6,5,2,2,1,0,1,3,1,2,0
477,3,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
478,3,1,1.0,6,30.0,1,9,1,1,2,3,1,3,4,0,0
479,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
480,3,2,1.0,6,60.0,6,8,1,2,1,0,1,2,4,1,0
481,3,1,1.0,1,30.0,4,5,2,1,1,1,1,3,0,3,0
482,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
483,1,1,1.0,6,30.0,1,1,1,1,1,3,1,1,2,0,0
484,2,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
485,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
486,3,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
487,1,1,1.0,6,30.0,1,4,2,1,1,3,1,3,2,0,0
488,2,1,1.0,3,30.0,1,4,2,1,1,0,1,3,0,0,0
489,1,1,1.0,3,30.0,1,1,1,1,1,6,1,2,0,0,0
490,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
491,1,1,1.0,3,30.0,1,1,1,1,1,3,1,3,0,0,0
492,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
493,1,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
494,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
495,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
496,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
497,3,1,2.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
498,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
499,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
500,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
501,3,1,1.0,6,30.0,4,8,1,1,1,0,1,2,4,1,0
502,2,1,1.0,3,30.0,4,1,2,1,1,6,1,3,0,3,0
503,3,1,1.0,6,30.0,4,1,2,1,1,3,1,3,3,5,0
504,3,2,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
505,2,1,1.0,6,30.0,1,9,1,1,1,9,1,3,4,0,0
506,3,1,2.0,2,30.0,1,1,1,1,1,6,1,3,0,4,0
507,1,1,2.0,6,30.0,1,1,1,1,2,6,1,2,2,4,0
508,2,1,1.0,6,30.0,1,1,2,1,1,3,1,2,2,0,0
509,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
510,3,1,2.0,6,30.0,1,2,2,1,1,0,1,3,2,4,0
511,1,1,1.0,6,30.0,1,1,1,1,2,6,1,2,2,0,0
512,1,1,1.0,3,30.0,1,1,1,1,1,9,1,2,0,0,0
513,2,1,2.0,6,30.0,1,1,1,1,2,9,1,2,2,4,0
514,4,1,1.0,6,30.0,1,1,1,1,1,9,1,3,2,0,0
515,2,1,2.0,7,30.0,1,1,1,1,1,3,1,3,2,4,0
516,3,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
517,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
518,1,1,1.0,1,30.0,1,8,4,1,2,1,1,3,0,0,0
519,3,1,2.0,1,30.0,1,1,1,1,2,1,1,2,0,4,0
520,1,1,1.0,6,30.0,1,1,1,1,2,7,1,2,2,0,0
521,2,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
522,1,2,2.0,6,30.0,1,9,1,1,1,0,1,2,4,4,0
523,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
524,3,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
525,1,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
526,3,1,2.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
527,2,1,2.0,6,20.0,1,1,1,1,1,6,1,3,2,4,0
528,2,1,1.0,6,20.0,1,1,1,1,1,0,1,3,2,0,0
529,2,1,1.0,6,20.0,1,1,1,1,1,0,1,2,2,0,0
530,3,1,1.0,6,20.0,1,1,1,1,2,0,1,3,2,0,0
531,1,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
532,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
533,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
534,2,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
535,1,1,1.0,6,30.0,1,1,1,1,2,6,1,3,2,0,0
536,3,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
537,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
538,1,1,2.0,2,30.0,1,1,1,1,1,9,1,3,0,4,0
539,2,2,2.0,2,30.0,1,1,1,1,1,0,1,3,0,4,0
540,2,1,1.0,9,30.0,1,1,1,1,1,8,1,3,2,0,0
541,2,2,1.0,6,30.0,1,2,2,1,1,0,1,3,2,0,0
542,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
543,3,1,2.0,6,30.0,4,1,4,2,1,0,1,3,3,1,0
544,1,1,1.0,6,30.0,1,1,1,1,1,9,1,3,2,0,0
545,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
546,2,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
547,1,1,2.0,2,30.0,1,1,1,1,2,3,1,3,0,4,0
548,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
549,1,1,1.0,6,30.0,4,4,2,1,1,0,1,1,3,1,0
550,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
551,3,1,2.0,6,30.0,5,1,1,2,1,0,1,1,3,1,0
552,1,1,1.0,6,30.0,1,2,2,2,1,3,1,2,1,6,1
553,3,1,2.0,6,60.0,6,5,2,2,1,0,1,2,3,1,0
554,1,1,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
555,3,2,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
556,3,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
557,3,1,1.0,6,50.0,4,5,2,1,1,0,1,2,3,1,0
558,3,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
559,3,1,1.0,3,40.0,4,1,1,1,1,3,1,2,3,3,0
560,1,1,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
561,2,1,2.0,6,30.0,1,1,2,1,1,3,1,2,2,4,0
562,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
563,1,1,1.0,6,50.0,1,2,2,2,2,0,1,1,1,6,1
564,2,1,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
565,2,2,1.0,6,30.0,1,9,1,1,2,0,1,2,4,0,0
566,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
567,1,1,1.0,6,30.0,1,8,2,2,2,9,1,3,4,6,1
568,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
569,3,2,2.0,6,30.0,4,1,1,1,2,0,1,3,3,5,0
570,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
571,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
572,3,1,1.0,6,30.0,4,1,1,2,1,0,1,1,3,1,0
573,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
574,1,1,1.0,1,30.0,1,1,2,1,1,1,1,3,0,0,0
575,2,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
576,2,1,1.0,6,40.0,1,1,1,1,1,3,1,3,2,0,0
577,1,2,1.0,3,40.0,1,1,4,1,1,3,1,3,0,0,0
578,1,1,1.0,9,20.0,1,1,1,1,2,9,1,3,2,0,0
579,1,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
580,3,1,1.0,6,30.0,1,1,1,2,1,6,1,2,2,6,1
581,2,2,1.0,9,30.0,1,1,1,1,1,9,1,3,2,0,0
582,1,1,1.0,6,60.0,1,2,2,2,1,0,1,3,1,6,1
583,1,1,1.0,6,30.0,1,1,4,2,2,3,1,3,1,6,0
584,2,1,1.0,6,20.0,1,1,1,1,2,0,1,3,2,0,0
585,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
586,2,1,2.0,6,30.0,1,1,2,1,1,0,1,3,2,4,0
587,3,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
588,2,1,1.0,6,30.0,1,9,2,1,2,0,1,3,4,0,0
589,2,1,1.0,2,30.0,1,1,1,1,1,0,1,3,0,0,0
590,1,1,1.0,6,60.0,6,1,2,2,1,0,1,2,1,1,0
591,3,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
592,1,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
593,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
594,2,1,1.0,3,40.0,1,1,1,2,1,0,1,2,1,6,0
595,2,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
596,3,1,1.0,6,60.0,6,7,2,2,1,0,1,2,4,1,0
597,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
598,2,2,2.0,6,30.0,1,4,1,1,2,0,1,2,2,4,0
599,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
600,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
601,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
602,2,1,1.0,6,60.0,1,2,2,2,2,0,1,3,1,6,1
603,3,1,2.0,6,30.0,4,1,1,1,1,6,1,2,3,5,0
604,3,1,1.0,6,30.0,4,1,1,2,1,3,1,3,3,1,0
605,3,1,2.0,6,30.0,4,2,2,1,2,0,1,3,3,1,0
606,2,1,1.0,6,30.0,1,1,1,1,2,3,1,2,2,0,0
608,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
609,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
610,3,1,2.0,6,30.0,1,9,-1,1,3,0,1,2,4,4,0
611,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
612,2,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
613,3,1,1.0,6,30.0,1,1,1,2,2,0,1,3,1,6,1
614,2,1,1.0,6,40.0,1,1,2,2,2,0,1,3,1,6,1
615,3,1,1.0,2,30.0,1,1,1,1,1,6,1,3,0,0,0
616,2,1,1.0,2,30.0,1,1,1,1,1,0,1,3,0,0,0
617,2,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
618,3,2,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
619,1,1,2.0,6,30.0,1,9,1,1,2,8,1,3,4,4,0
620,2,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
621,1,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
622,2,1,1.0,2,30.0,1,1,1,1,2,0,1,3,0,0,0
623,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
624,1,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
625,2,1,1.0,6,40.0,1,1,1,2,2,0,1,2,1,6,1
626,2,1,1.0,6,30.0,4,8,4,1,1,3,1,3,4,1,0
627,2,1,2.0,2,30.0,4,1,2,1,1,0,1,3,0,3,0
628,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
629,1,1,1.0,6,40.0,1,1,1,2,2,0,1,3,1,6,1
630,1,2,1.0,2,30.0,1,1,1,1,1,7,1,3,0,0,0
631,3,1,1.0,6,30.0,4,1,2,2,1,0,1,2,3,1,0
632,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
633,3,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
634,2,1,1.0,6,30.0,1,1,1,1,2,3,1,2,2,0,0
635,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
636,3,1,2.0,6,30.0,1,1,1,1,2,3,1,3,2,4,0
637,1,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
638,3,1,1.0,6,20.0,4,1,1,1,1,3,1,2,3,1,0
639,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
640,2,1,1.0,6,30.0,1,4,2,1,1,3,1,3,2,0,0
641,3,1,2.0,6,30.0,4,1,2,1,1,3,1,3,3,5,0
642,3,1,1.0,6,30.0,4,1,2,1,2,3,1,3,3,5,0
643,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
644,3,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
645,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
646,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
647,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
648,3,1,1.0,6,30.0,4,1,1,1,1,1,1,2,3,5,0
649,3,1,1.0,2,30.0,1,1,1,2,1,9,1,3,0,6,0
650,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
651,1,1,1.0,3,40.0,1,1,1,2,1,7,1,2,0,6,0
652,1,1,2.0,6,30.0,1,1,1,1,1,9,1,3,2,4,0
653,3,1,1.0,6,40.0,4,1,1,2,1,9,1,3,3,1,0
654,1,1,1.0,6,30.0,1,4,1,1,1,0,1,3,2,0,0
655,1,1,2.0,9,30.0,1,1,1,1,1,0,1,3,2,4,0
656,3,1,2.0,6,30.0,5,1,1,1,1,0,1,3,3,1,0
657,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
658,1,1,1.0,6,30.0,1,1,4,1,1,0,1,3,2,0,0
659,1,1,2.0,9,30.0,1,1,1,2,1,0,1,1,1,6,1
660,1,1,1.0,6,40.0,1,3,2,1,1,0,1,3,2,0,0
661,1,1,2.0,6,60.0,1,1,1,2,1,3,1,3,1,6,1
662,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
663,2,1,2.0,6,60.0,1,1,2,2,1,0,1,2,1,6,1
664,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
665,3,1,1.0,6,40.0,1,8,2,1,2,9,1,3,4,0,0
666,2,1,2.0,6,30.0,1,1,1,2,2,9,1,3,2,6,1
667,2,2,2.0,2,30.0,1,1,1,1,2,9,1,3,0,4,0
668,3,1,1.0,6,30.0,4,2,2,1,1,9,1,2,3,1,0
669,1,2,2.0,9,30.0,1,1,1,2,1,0,1,3,1,6,1
670,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
671,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
672,1,1,1.0,6,40.0,1,1,1,2,1,9,1,3,1,6,1
673,2,1,1.0,6,30.0,1,1,2,1,1,0,1,2,2,0,0
674,1,1,1.0,3,40.0,1,1,2,1,1,8,1,2,0,0,0
675,3,1,1.0,6,30.0,7,1,1,1,1,3,1,3,3,1,0
676,3,1,2.0,6,30.0,4,1,1,1,1,9,1,3,3,5,0
677,3,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
678,2,1,1.0,6,30.0,1,1,2,2,1,9,1,3,2,6,1
679,2,1,1.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
680,3,1,1.0,9,30.0,1,1,1,1,1,9,1,3,2,0,0
681,2,1,2.0,9,30.0,1,9,1,2,2,9,1,3,4,6,0
682,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
683,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
684,1,2,2.0,2,30.0,1,2,2,1,1,6,1,3,0,4,0
685,1,1,1.0,6,30.0,1,1,1,1,2,7,1,3,2,0,0
686,2,1,1.0,2,30.0,1,1,1,1,2,1,1,3,0,0,0
687,2,1,1.0,6,20.0,1,1,1,1,1,0,1,2,2,0,0
688,2,1,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
689,1,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
690,1,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
691,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
692,1,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
693,1,2,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
694,3,1,2.0,6,60.0,4,1,1,1,1,0,1,3,3,1,0
695,3,2,2.0,6,30.0,4,1,1,2,1,0,1,3,3,1,0
696,2,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
697,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
698,2,1,2.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
699,2,1,1.0,3,40.0,1,1,1,1,1,3,1,2,0,0,0
700,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
701,2,1,1.0,6,60.0,1,1,1,2,2,0,1,1,1,6,1
702,2,1,1.0,6,30.0,4,1,2,1,1,0,1,2,3,5,0
703,2,1,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
704,1,1,1.0,6,60.0,1,1,1,2,2,0,1,2,1,6,1
705,2,1,2.0,9,30.0,1,1,1,2,1,0,1,3,1,6,1
706,3,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
707,2,2,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
708,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
709,1,1,1.0,6,30.0,5,1,1,2,2,3,1,3,3,1,0
710,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
711,3,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
712,2,1,1.0,2,30.0,1,1,1,1,2,6,1,3,0,0,0
713,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
714,2,1,2.0,6,30.0,1,1,1,1,2,0,1,2,2,4,0
715,1,1,1.0,3,70.0,1,1,1,2,1,0,1,2,1,6,1
716,2,1,1.0,6,30.0,1,1,1,1,2,6,1,2,2,0,0
717,1,1,1.0,3,30.0,1,1,1,1,1,3,1,2,0,0,0
718,3,1,2.0,6,30.0,4,1,1,1,1,6,1,2,3,5,0
719,1,2,1.0,6,30.0,1,4,1,1,1,0,1,3,2,0,0
720,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
721,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
722,3,1,2.0,6,30.0,1,1,1,1,2,0,1,2,2,4,0
723,2,1,1.0,6,30.0,1,1,1,1,2,6,1,2,2,0,0
724,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
725,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
726,2,1,1.0,2,30.0,1,1,1,1,1,6,1,2,0,0,0
727,3,2,2.0,3,30.0,1,1,1,1,1,6,1,3,0,4,0
